Sr. No.,Reference No.,MSN,Telco,Sim No,Sim Id,PROJECT
299,30591520027941,3799207505,Telenor,03491818247,89410062202778961930,COSMOS
300,30591520027943,3799207476,Telenor,03491819080,89410062202778962110,COSMOS
301,30591520027976,3799207704,Telenor,03491820385,89410062202778962318,COSMOS
302,30591520095060,3799207502,Telenor,03491817973,89410062202778961880,COSMOS
303,30591520455803,3799207533,Telenor,03491820979,89410062202778962433,COSMOS
304,30591520455804,3799207471,Telenor,03491818662,89410062202778962078,COSMOS
305,30591520455805,3799207589,Telenor,03491820489,89410062202778962342,COSMOS
306,30591520455806,3799207475,Telenor,03491818275,89410062202778961955,COSMOS
307,30591520455807,3799207500,Telenor,03491818067,89410062202778961898,COSMOS
308,30591520455811,3799207477,Telenor,03491818449,89410062202778961971,COSMOS
309,30591520455812,3799207703,Telenor,03491820259,89410062202778962300,COSMOS
310,24591520027938,3799207522,Jazz,03206302287,8992300001589017339F,COSMOS
311,24591520455809,3799207526,Jazz,03206310131,8992300001589016885F,COSMOS
312,30591520027912,3799207556,Telenor,03491820850,89410062202778962417,COSMOS
313,30591520027913,3799207557,Telenor,03491819785,89410062202778962243,COSMOS
314,30591520027915,3799207528,Telenor,03491820732,89410062202778962375,COSMOS
315,30591520027916,3799207553,Telenor,03491818146,89410062202778961922,COSMOS
316,30591520027920,3799207497,Telenor,03491819734,89410062202778962219,COSMOS
317,30591520027928,3799207576,Telenor,03491820053,89410062202778962276,COSMOS
318,30591520027933,3799207507,Telenor,03491818617,89410062202778962045,COSMOS
319,30591520027940,3799207584,Telenor,03491819509,89410062202778962177,COSMOS
320,30591520027944,3799207562,Telenor,03491821207,89410062202778962482,COSMOS
321,30591520027950,3799207563,Telenor,03491820755,89410062202778962383,COSMOS
322,30591520027960,3799207534,Telenor,03491820994,89410062202778962458,COSMOS
323,30591520027961,3799207566,Telenor,03491821269,89410062202778962508,COSMOS
324,30591520027962,3799207561,Telenor,03491819851,89410062202778962250,COSMOS
325,30591520027971,3799207578,Telenor,03491819232,89410062202778962136,COSMOS
326,30591520027972,3799207527,Telenor,03491821185,89410062202778962474,COSMOS
327,30591520027973,3799207565,Telenor,03491819622,89410062202778962193,COSMOS
328,30591520027974,3799207582,Telenor,03491819410,89410062202778962151,COSMOS
329,30591520027977,3799207579,Telenor,03491818479,89410062202778961989,COSMOS
330,30591520027979,3799207552,Telenor,03491819769,89410062202778962227,COSMOS
331,30591520027991,3799207575,Telenor,03491819176,89410062202778962128,COSMOS
332,30591520027992,3799207551,Telenor,03491818809,89410062202778962094,COSMOS
333,30591520027993,3799207559,Jazz,03206318476,8992300001589016315F,COSMOS
334,30591520027996,3799207531,Telenor,03491821107,89410062202778962466,COSMOS
335,30591520027997,3799207581,Telenor,03491820104,89410062202778962284,COSMOS
336,30591520027998,3799207564,Telenor,03491820815,89410062202778962391,COSMOS
337,30591520027999,3799207585,Telenor,03491820438,89410062202778962334,COSMOS
338,30591520028000,3799207529,Telenor,03491821264,89410062202778962490,COSMOS
339,30591520028001,3799207560,Telenor,03491820834,89410062202778962409,COSMOS
340,30591520028003,3799207577,Telenor,03491820624,89410062202778962359,COSMOS
341,30591520028005,3799207588,Telenor,03491819395,89410062202778962144,COSMOS
342,30591520028006,3799207587,Telenor,03491819594,89410062202778962185,COSMOS
343,30591520028010,3799207580,Telenor,03491820717,6220277896236,COSMOS
344,30591520028011,3799207590,Telenor,03491820401,89410062202778962326,COSMOS
345,30591520028012,3799207530,Telenor,03491820922,89410062202778962425,COSMOS
346,30591520028017,3799207506,Telenor,03491818487,89410062202778961997,COSMOS
347,24591540025781,3799207595,Jazz,03206282522,8992300001589017594F,COSMOS
348,24591540083200,3799207647,Jazz,03206314913,8992300001589016539F,COSMOS
349,24591540094460,3799207619,Jazz,03206309373,8992300001589016935F,COSMOS
350,30591540060220,3799207540,Jazz,03206318942,8992300001589016257F,COSMOS
351,30591540060221,3799207537,Jazz,03206319395,8992300001589016190F,COSMOS
352,18591540060202,3799207614,Jazz,03206309267,8992300001589016943F,COSMOS
353,18591540060203,3799207620,Jazz,03206308651,8992300001589017008F,COSMOS
354,18591540060514,3799207615,Jazz,03206309844,8992300001589016893F,COSMOS
355,18591540061808,3799207689,Jazz,03206316130,8992300001589016463F,COSMOS
356,24591540060510,3799207610,Jazz,03206309188,8992300001589016968F,COSMOS
357,24591540061309,3799207612,Jazz,03206309250,8992300001589016950F,COSMOS
358,24591540061311,3799207592,Jazz,03206310349,8992300001589016869F,COSMOS
359,24591540061312,3799207594,Jazz,03206280090,8992300001589017610F,COSMOS
360,24591540067801,3799207621,Jazz,03206310358,8992300001589016851F,COSMOS
361,24591540067815,3799207613,Jazz,03206309030,8992300001589016976F,COSMOS
362,24591540067832,3799207596,Jazz,03206314904,8992300001589016554F,COSMOS
363,24591540067843,3799207597,Jazz,03206309571,8992300001589016901F,COSMOS
364,24591540067904,3799207591,Jazz,03206280046,8992300001589017628F,COSMOS
365,24591540081206,3799207611,Jazz,03206308946,8992300001589016984F,COSMOS
366,24591540081207,3799207609,Jazz,03206309417,8992300001589016927F,COSMOS
367,24591540155522,3799207593,Jazz,03206282169,8992300001589017602F,COSMOS
368,24591540155524,3799207598,Jazz,03206310455,8992300001589016844F,COSMOS
369,24591540678401,3799207607,Jazz,03206308674,8992300001589016992F,COSMOS
370,24591540931413,3799207618,Jazz,03206299202,8992300001589017396F,COSMOS
371,30591540023220,3799207679,Jazz,03206320206,8992300001589016158F,COSMOS
372,30591540060200,3799207684,Jazz,03206322889,8992300001589016117F,COSMOS
373,30591540060201,3799207539,Jazz,03206319241,8992300001589016224F,COSMOS
374,30591540060205,3799207680,Jazz,03206320249,8992300001589016141F,COSMOS
375,30591540060207,3799207694,Jazz,03206315982,8992300001589016471F,COSMOS
376,30591540060208,3799207778,Jazz,03206342561,8992042403180376515F,COSMOS
377,30591540060511,3799207682,Jazz,03206322822,8992300001589016125F,COSMOS
378,30591540060512,3799207686,Jazz,03206319676,8992300001589016182F,COSMOS
379,30591540060513,3799207692,Jazz,03206336004,8992300001589015747F,COSMOS
380,30591540060520,3799207688,Jazz,03206335902,8992300001589015804F,COSMOS
381,30591540061308,3799207691,Jazz,03206315369,8992300001589016497F,COSMOS
382,30591540066403,3799207687,Jazz,03206338512,8992300001589015549F,COSMOS
383,30591540066404,3799207681,Jazz,03206322734,8992300001589016133F,COSMOS
384,30591540066405,3799207717,Jazz,03206315255,8992300001589016505F,COSMOS
385,30591540067814,3799207538,Jazz,03206318925,8992300001589016265F,COSMOS
386,30591540067816,3799207535,Jazz,03206319324,8992300001589016216F,COSMOS
