Sr. No.,Reference No.,MSN,Telco,Sim No,Sim Id,Project 
6821,29134652917903,3798013038,Jazz,03265057995,899230000158902025,COSMOS
6822,29134652918200,3798009095,Jazz,03263822087,899230000518900722,COSMOS
6823,29134652918400,3798013585,Jazz,03265073798,8992300001589038202F,COSMOS
6824,29134652918500,3798009006,Jazz,03263822084,518900721,COSMOS
6825,29134652918901,3798009008,Jazz,03263822069,899230000518900718,COSMOS
6826,29134652921501,3798013039,Jazz,03265057996,899230000158902026,COSMOS
6827,29134652921502,3798013040,Jazz,03265058001,899230000158902027,COSMOS
6828,27134652706601,3798009623,Telenor,03491221867,8941006220472037936,COSMOS
6829,27134652709800,3798009624,Telenor,03491221876,8941006220472037937,COSMOS
6830,27134652710400,3798009627,Telenor,03491222031,8941006220472037939,COSMOS
6831,27134652711600,3798009628,Jazz,03265059479,899230000158902439,COSMOS
6832,27134652712200,3798009629,Telenor,03491222070,8941006220472037941,COSMOS
6833,29134652900301,3798013582,Jazz,03265073756,8992300001589038178F,COSMOS
6834,29134652900304,3798009618,Jazz,03265059481,899230000158902440,COSMOS
6835,29134652900502,3798009619,Jazz,03265059489,899230000158902441,COSMOS
6836,29134652900701,3798009620,Jazz,03265059495,899230000158902442,COSMOS
6837,29134652901201,3798009941,Jazz,03265059496,899230000158902443,COSMOS
6838,29134652901204,3798009943,Jazz,03265059497,899230000158902444,COSMOS
6839,29134652901301,3798009944,Jazz,03265059501,899230000158902445,COSMOS
6840,29134652901500,3798009762,Jazz,03265059505,899230000158902446,COSMOS
6841,29134652901601,3798013583,Jazz,03265073757,8992300001589038186F,COSMOS
6842,29134652901800,3798009763,Jazz,03265059507,899230000158902447,COSMOS
6843,29134652901900,3798009764,Jazz,03265059511,899230000158902448,COSMOS
6844,29134652901904,3798009765,Jazz,03265059516,899230000158902449,COSMOS
6845,29134652902801,3798009867,Jazz,03265059518,899230000158902450,COSMOS
6846,29134652905701,3798009525,Jazz,03265059522,899230000158902451,COSMOS
6847,29134652906601,3798009616,Jazz,03265059523,899230000158902452,COSMOS
6848,29134652908302,3798009906,Jazz,03265059524,899230000158902453,COSMOS
6849,29134652908703,3798009093,Jazz,03263822181,899230000518900732,COSMOS
6850,29134652909100,3798009521,Jazz,03265059530,899230000158902454,COSMOS
6851,29134652909301,3798009522,Jazz,03265059537,899230000158902455,COSMOS
